db_no,inventory_th,years_after_thin,target_stand,plot_install_year,region_symbol,experiment,thinning_intensity,thinning_intensity_rate,plot_size,plot_size_corrected,thin_ba_rate_apply,thin_rate_rank,thin_rate_text,thin_rate_class1,thin_rate_class2,si_v3,si_v4,age_establish,age_est_class,age,age_class,ba,dbh,Hd_v3,Hd_v4,height_v3,height_v4,tph,vol_v3,vol_v4,bagr,dbhgr,Dq,sdi_max,sdi,rd
21657,1,0,a소나무림,2012,동부01,a소나무림_2012_동부01,a무간벌,0,0.04,0.04,0,1,a무간벌,0,0,20.464515106945854,20.464515106945854,44,5,44,5,47.700136436331604,25.82,21.35217391304348,21.35217391304348,16.531484257871064,16.531484257871064,750,419.4379392513043,420.1942340673043,2.324896373380952,0.6999999999999993,28.456680527894797,1041.1773975906472,858.8680880479807,0.8249008190491436
21687,1,0,a소나무림,2012,동부01,a소나무림_2012_동부01,b약도간벌,20,0.06,0.06,15.897515193260134,2,b약도간벌,1,2,19.414284607655677,18.499119366909994,44,5,44,5,46.99011031668153,40.84761904761905,NA,18.5000700165069,NaN,17.19930570944745,350,430.4925179333333,386.1787885379014,3.1511745111832425,1.3333333333333357,41.34512120697009,1041.1773975906472,592.5617881190155,0.5691266344143106
21715,1,0,a소나무림,2012,동부01,a소나무림_2012_동부01,c강도간벌,40,0.09,0.09,40.08644028295919,3,c강도간벌,4,4,21.986262483028867,19.8636272846813,44,5,44,5,23.870274767580767,42.371428571428574,NA,18.665289581886725,NaN,15.302655340596443,155.55555555555557,223.76613771555552,198.48523717879667,1.0711696484727398,1.192857142857143,44.201906875479615,1041.1773975906472,282.43598939541494,0.27126596298478084
21750,1,0,a소나무림,2012,동부02,a소나무림_2012_동부02,a무간벌,0,0.04,0.04,33.24502626495568,3,c강도간벌,3,3,15.989740385319523,15.989740385319523,61,7,61,7,25.099302901911695,32.30833333333334,18.075,18.075,15.658823529411764,15.613707328916023,300,188.479937335,187.9057518695046,3.2636435281817597,2.0333333333333314,32.63812954199429,1041.1773975906472,396.55377182850043,0.38087051519381027
21769,1,0,a소나무림,2012,동부02,a소나무림_2012_동부02,b약도간벌,20,0.06,0.06,1.7718577784122118,1,a무간벌,0,0,13.781418627316182,14.215667888612781,61,7,61,7,29.904584850072222,22.510526315789473,NA,17.860787548053093,NaN,14.164584589747856,633.3333333333334,234.91825127333334,223.6829050099099,2.3315368465828037,0.924310776942356,24.519283496013806,1041.1773975906472,620.5934273026104,0.5960496537273132
21808,1,0,a소나무림,2012,동부02,a소나무림_2012_동부02,c강도간벌,40,0.09,0.09,32.95200275503481,2,b약도간벌,3,3,14.441790159696982,14.762642006203436,61,7,61,7,22.935807488386125,23.349313501144163,NA,18.23990390652761,NaN,14.940667522526535,422.22222222222223,188.5214628662466,176.98706473389393,2.390716146000038,1.9697229265879166,26.2991391575053,1041.1773975906472,445.2130436922081,0.4276053674642384
21864,1,0,a소나무림,2012,동부03,a소나무림_2012_동부03,a무간벌,0,0.04,0.04,58.88122770316787,2,b약도간벌,5,6,16.983456100474854,16.664323642449045,48,5,48,5,17.027687436859782,26.391666666666666,17.4,17.4,14.157142857142857,14.157142857142857,300,125.278918927,125.278918927,0.3699421699142853,0.29166666666666785,26.882661698574424,1041.1773975906472,323.6852516887908,0.31088386324733874
21899,1,0,a소나무림,2012,동부03,a소나무림_2012_동부03,b약도간벌,30,0.06,0.06,29.938648147106377,1,a무간벌,2,3,16.66374516848855,16.325735768927775,48,5,48,5,26.573449439715844,29.208695652173912,NA,17.1297842010895,NaN,15.107094632337176,383.33333333333337,219.8926376733333,203.38517488938103,1.5261988010833107,0.7782608695652193,29.70918464337103,1041.1773975906472,459.21916389974166,0.44105756133623814
21937,1,0,a소나무림,2012,동부03,a소나무림_2012_동부03,c강도간벌,60,0.09,0.09,58.91172566080036,3,c강도간벌,5,6,18.977848266478567,17.952668824373696,48,5,48,5,16.592068527192954,31.226315789473684,NA,17.40626607493348,NaN,15.183532534527314,211.11111111111111,140.31670562444444,129.11394883772132,0.799264804304542,0.7421052631578959,31.633684578309882,1041.1773975906472,270.07465147207296,0.2593935021035257
21997,1,0,a소나무림,2012,동부04,a소나무림_2012_동부04,a무간벌,0,0.04,0.04,0,1,a무간벌,0,0,18.00187270222514,18.00187270222514,56,6,56,6,38.91736256927739,33.688235294117646,20.825,20.825,18.4,18.4,425,330.1124389465,330.1124389465,NA,NA,34.14540706346041,1041.1773975906472,588.9663440562158,0.565673386129129
22014,1,0,a소나무림,2012,동부04,a소나무림_2012_동부04,b약도간벌,20,0.06,0.06,17.341834947658782,2,b약도간벌,1,2,NaN,15.24833284767229,56,6,56,6,31.756187200220484,33.819047619047616,NA,17.639638764556132,NaN,16.827994824095303,350,274.46535291333333,251.06117847534037,NA,NA,33.98875164073018,1041.1773975906472,482.70238881771826,0.4636120510632706
22041,1,0,a소나무림,2012,동부04,a소나무림_2012_동부04,c강도간벌,40,0.09,0.09,37.615232644576004,3,c강도간벌,3,4,NaN,15.533199405144478,56,6,56,6,19.085559342993434,36.8625,NA,17.96917926056381,NaN,16.711641917691505,177.77777777777777,169.19772872,153.7152559192713,NA,NA,36.97164454010669,1041.1773975906472,267.74717096219894,0.2571580708357514
22070,1,0,a소나무림,2012,동부05,a소나무림_2012_동부05,a무간벌,0,0.04,0.04,26.147134460748248,1,a무간벌,2,3,18.862835827519802,18.862835827519802,34,4,34,4,16.809111127986274,22.45625,16.45,16.45,14.521052631578947,14.521052631578947,400,124.361065082,125.415981607,1.7102241357520285,1.2687500000000007,23.131161341359412,1041.1773975906472,368.7610316227323,0.35417694667217087
22092,1,0,a소나무림,2012,동부05,a소나무림_2012_동부05,b약도간벌,20,0.06,0.06,32.07075232738771,2,b약도간벌,3,3,18.13114339917578,17.81881178826243,34,4,34,4,13.743499201720489,21.914285714285715,NA,15.475051615076758,NaN,12.684707212791306,350,99.50049482,96.32184008681752,2.3276321769834567,1.8380952380952387,22.359891813351023,1041.1773975906472,311.41463871550195,0.2990985392461802
22127,1,0,a소나무림,2012,동부05,a소나무림_2012_동부05,c강도간벌,40,0.09,0.09,43.25302780216518,3,c강도간벌,4,4,19.209438442759062,18.599189243571495,34,4,34,4,12.459992796450118,24.504347826086956,NA,15.641143077992197,NaN,12.981108821787886,255.55555555555557,95.4426089111111,90.41134303880834,2.0418432386156447,1.8956521739130423,24.915596651931484,1041.1773975906472,254.65263099732965,0.24458140523085936
22185,1,0,a소나무림,2012,동부06,a소나무림_2012_동부06,a무간벌,0,0.04,0.04,15.048948017900429,1,a무간벌,1,2,14.497200582849096,14.497200582849096,99,10,99,10,51.56727991326796,35.6,17.78,17.78,15.66375,15.66375,500,381.6998788264,381.6998788264,2.611036559260725,0.894999999999996,36.23741160734305,1041.1773975906472,737.3944466237397,0.7082313238167856
22210,1,0,a소나무림,2012,동부06,a소나무림_2012_동부06,b약도간벌,20,0.06,0.06,36.6907620780804,3,c강도간벌,3,4,15.925967419932617,15.47192100099102,99,10,99,10,37.71891696676452,36.595238095238095,NA,18.330790218496766,NaN,17.236097588115673,350,335.4695725766667,304.02024054648496,2.4576679329032984,1.1809523809523839,37.042530254007325,1041.1773975906472,528.1850474869017,0.5072959216259944
22245,1,0,a소나무림,2012,동부06,a소나무림_2012_동부06,c강도간벌,40,0.09,0.09,30.83957421192939,2,b약도간벌,3,3,15.69070912143221,15.326904009494829,99,10,99,10,32.28412311900999,39.7304347826087,NA,18.375429092215914,NaN,17.514895390331283,255.55555555555557,293.26070944,264.0172154005602,1.606034524392662,0.9913043478260875,40.10577319387149,1041.1773975906472,419.0999610665303,0.4025250279504291
22284,1,0,a소나무림,2012,동부07,a소나무림_2012_동부07,a무간벌,0,0.04,0.04,0,1,a무간벌,0,0,13.740895112667676,13.740895112667676,87,9,87,9,41.16825480071222,26.08,16.2,16.2,14.392142857142858,14.392142857142858,750,284.9411010203571,284.9411010203571,5.2117647676268675,1.5966666666666676,26.436603412692794,1041.1773975906472,795.1657886827729,0.7637178741325338
22314,1,0,a소나무림,2012,동부07,a소나무림_2012_동부07,b약도간벌,20,0.06,0.06,16.86266576888731,2,b약도간벌,1,2,14.97196023518745,14.482237497848233,87,9,87,9,37.658218778703294,27.524324324324326,NA,16.8660998090384,NaN,15.171743083515958,616.6666666666667,303.2446479866666,282.39053914366474,3.9959225957947524,1.4270270270270267,27.88429762525953,1041.1773975906472,691.3212813597693,0.6639803005323897
22365,1,0,a소나무림,2012,동부07,a소나무림_2012_동부07,c강도간벌,40,0.09,0.09,40.98318611359538,3,c강도간벌,4,4,15.557345991128448,15.053559390337856,87,9,87,9,24.117282489969266,32.868,NA,17.544594078723875,NaN,15.502665728445582,277.77777777777777,207.37856972666665,189.8761458862182,2.678443356634318,1.7479999999999976,33.24838041168322,1041.1773975906472,374.36778458132136,0.35956195884354863
22425,1,0,a소나무림,2012,동부08,a소나무림_2012_동부08,a무간벌,0,0.04,0.04,2.5305110197729874,1,a무간벌,0,0,11.916056697603215,11.916056697603215,41,5,41,5,33.352541692249275,14.076623376623377,11.928571428571429,11.928571428571429,8.883724235963042,8.883724235963042,1925,180.38623490947617,188.6691490399762,3.6848378369962447,1.4043625388695808,14.852657289907036,1041.1773975906472,1116.2384686563241,1.072092489943955
22503,1,0,a소나무림,2012,동부08,a소나무림_2012_동부08,b약도간벌,20,0.06,0.06,18.563172059634283,2,b약도간벌,1,2,12.66997109338033,12.977293457165132,41,5,41,5,28.443129037591643,16.67162162162162,NA,13.581269404384592,NaN,9.923384590634758,1233.3333333333335,170.43453598333332,184.05031034846817,4.5549166486235,1.6734488009135902,17.135765505499297,1041.1773975906472,830.6152346629124,0.7977653343080733
22621,1,0,a소나무림,2012,동부08,a소나무림_2012_동부08,c강도간벌,40,0.09,0.09,35.384118918976526,3,c강도간벌,3,4,13.773276974096156,14.060930851396739,41,5,41,5,22.226506224759987,19.42222222222222,NA,14.841439248833534,NaN,10.902434207615089,700,151.93009326666666,152.2372189574704,3.3524807871082665,1.4222222222222243,20.106738979281364,1041.1773975906472,557.3030247585177,0.5352623155748036
22769,1,0,a소나무림,2014,북부01,a소나무림_2014_북부01,a무간벌,0,0.04,0.0370873541826715,0,1,a무간벌,0,0,18.391448025788975,18.391448025788975,38,4,38,4,26.66058974586811,26.741176470588236,17.925,17.925,15.799999999999999,15.799999999999999,458.3772656379729,200.43682968178058,200.43682968178058,3.520757658104621,1.7294117647058798,27.21312399646647,1041.1773975906472,500.93125004795615,0.48111998128959
22786,1,0,a소나무림,2014,북부01,a소나무림_2014_북부01,b약도간벌,20,0.0625,0.057948990910424214,24.317959053243342,2,b약도간벌,2,2,19.074633539649383,18.35275120355912,38,4,38,4,23.849630249371994,25.103703703703705,NA,16.398409345756214,NaN,14.889844316240143,465.927008836716,184.8817132943855,174.45840851786363,4.343103845505425,2.2185185185185183,25.529184461303487,1041.1773975906472,476.25410807687797,0.4574187925890067
22822,1,0,a소나무림,2014,북부01,a소나무림_2014_북부01,c강도간벌,40,0.09,0.08693332436601614,34.49713021364549,3,c강도간벌,3,3,20.06363226104821,19.34065538359336,38,4,38,4,19.698420384097975,29.608333333333334,NA,17.35436017308133,NaN,15.45006559575609,276.0736481093555,163.95481948429682,151.43545223558735,3.5032405611367388,2.5958333333333314,30.141043445773413,1041.1773975906472,335.7592523133089,0.3224803506974679
22865,1,0,a소나무림,2014,북부02,a소나무림_2014_북부02,a무간벌,0,0.04,0.037820743023972675,0,1,a무간벌,0,0,20.52087982187411,20.52087982187411,40,4,40,4,32.78981218953615,31.18125,21.475,21.475,18.234375,18.234375,423.04827247466824,276.5637625604031,276.5637625604031,5.1873262802243545,2.4312499999999986,31.414457260949142,1041.1773975906472,537.2812661873746,0.5160323950852935
22881,1,0,a소나무림,2014,북부02,a소나무림_2014_북부02,b약도간벌,10,0.0625,0.06007885599614493,9.475118939304267,2,b약도간벌,0,1,20.702339745051894,19.77598552466913,40,4,40,4,36.692074596985755,33.84166666666667,NA,17.923277083903603,NaN,16.921322780971657,399.47498337085517,318.3183507959463,290.7138542797837,5.233115577586119,2.3500000000000014,34.19766073871136,1041.1773975906472,554.4803853385474,0.5325513083761244
22908,1,0,a소나무림,2014,북부02,a소나무림_2014_북부02,c강도간벌,20,0.09,0.08912412618674133,20.948118661684163,3,c강도간벌,2,2,20.398504611038366,19.535489817626623,40,4,40,4,24.4306915976209,33.008,NA,17.809460230803133,NaN,16.698236682893448,280.50765903294945,209.9951436941466,192.26443256199803,2.661461780002739,1.7399999999999949,33.30048648293295,1041.1773975906472,378.66700873593743,0.36369115350774783
22941,1,0,a소나무림,2014,북부03,a소나무림_2014_북부03,a무간벌,0,0.0225,0.01948557158514987,0,1,a무간벌,0,0,13.474835919721672,13.474835919721672,43,5,43,5,36.81944188086146,17.737037037037037,14.3,14.3,11.257179487179487,11.257179487179487,1385.6406460551018,223.07532369920477,224.9673347104751,4.081451636052378,0.9703703703703717,18.39366839532118,1041.1773975906472,1005.0056820945315,0.9652588352572584
22969,1,0,a소나무림,2014,북부03,a소나무림_2014_북부03,b약도간벌,20,0.05,0.04602524267262202,1.9097586568730378,2,b약도간벌,0,0,17.397900196670186,16.94877285736508,43,5,43,5,29.032463320759657,25.728,NA,16.693223403440193,NaN,14.991420886748907,543.180188702648,227.05248260247058,213.49142781406306,2.1435753504895843,1.4803333333333306,26.08705426068647,1041.1773975906472,567.9241732840418,0.545463409595959
22997,1,0,a소나무림,2014,북부03,a소나무림_2014_북부03,c강도간벌,40,0.09,0.08019058717695311,28.170854960204977,3,c강도간벌,2,3,13.0397531921231,13.146721041484442,43,5,43,5,17.7568811296901,17.279310344827586,NA,13.895652794323581,NaN,10.937327673354645,723.2769086976991,108.96603890327077,115.38597193950332,2.788735610097195,1.336206896551726,17.680156419966508,1041.1773975906472,503.3146396472472,0.48340911050504004
23093,1,0,a소나무림,2014,북부04,a소나무림_2014_북부04,a무간벌,0,0.04,0.038042260651806145,0,1,a무간벌,0,0,20.90418786047921,20.90418786047921,58,6,58,6,40.184045071484064,28.44782608695652,24.02,24.02,20.972727272727273,20.972727272727273,604.5907789370036,396.12676323914883,395.9447725424505,3.288752274210161,1.1347826086956516,29.09049598273875,1041.1773975906472,708.4993000479084,0.6804789478598193
23116,1,0,a소나무림,2014,북부04,a소나무림_2014_북부04,b약도간벌,20,0.0625,0.057948990910424214,16.30690276025348,2,b약도간벌,1,2,19.269945064126745,17.708947486464126,58,6,58,6,24.00335140705399,25.984,NA,17.04668449578474,NaN,14.565664354472245,431.4138970710334,190.3278760565265,178.57172371134672,2.457467485323253,1.3078095238095209,26.61607033354098,1041.1773975906472,460.6443587729584,0.4424263913516752
23149,1,0,a소나무림,2014,북부04,a소나무림_2014_북부04,c강도간벌,40,0.09,0.08559508646656382,24.91416759661945,3,c강도간벌,2,2,21.9369397955879,19.552944209798213,58,6,58,6,22.571638656482236,26.88125,NA,17.27807317156239,NaN,14.64083792739721,373.85323528471724,182.69683850729777,170.41127640795284,1.563949638796231,1.357459677419353,27.725924240681326,1041.1773975906472,416.6214686311491,0.400144557109325
23197,1,0,a소나무림,2014,북부05,a소나무림_2014_북부05,a무간벌,0,0.0225,0.022332288411929743,0,1,a무간벌,0,0,18.604578362377204,18.604578362377204,59,6,59,6,45.92079209172312,24.45,21.375,21.375,18.66176470588235,18.66176470588235,895.5642892967543,405.94845228409906,410.0129776531836,3.9920022472762255,1.8131578947368432,25.551203494160507,1041.1773975906472,916.2404975638303,0.8800042141560804
23217,1,0,a소나무림,2014,북부05,a소나무림_2014_북부05,b약도간벌,20,0.05,0.049513403437078524,21.709375855737704,2,b약도간벌,2,2,17.20983459410681,16.25300182811377,59,6,59,6,26.439592802080337,25.491666666666667,NA,16.835245093041294,NaN,13.422950313948084,484.7172348089366,209.57999060571714,196.93254929305232,2.982166457227134,1.4375,26.353494391952406,1041.1773975906472,512.21667875441,0.49195908395602234
23256,1,0,a소나무림,2014,북부05,a소나무림_2014_북부05,c강도간벌,40,0.06,0.05523029120714642,42.14616273452974,3,c강도간벌,4,4,15.038281207025832,14.394329919049774,59,6,59,6,22.41370628976214,20.245454545454546,NA,15.387735670497744,NaN,9.838004194040993,597.498207572913,165.3905797878185,161.8718042595273,1.8666866290126656,1.3139204545454533,21.854636842444936,1041.1773975906472,519.0616313254066,0.4985333263347334
23369,1,0,a소나무림,2014,북부06,a소나무림_2014_북부06,a무간벌,0,0.04,0.03316150290220166,0,1,a무간벌,0,0,18.02737823859674,18.02737823859674,71,8,71,8,57.46978226733648,46.61818181818182,20.733333333333334,20.733333333333334,18.745454545454546,18.745454545454546,331.70993583857404,486.9373926176285,486.9373926176285,0.8456917243069668,0.3500000000000014,46.9673000365922,1041.1773975906472,641.7645149869817,0.6163834486534829
23380,1,0,a소나무림,2014,북부06,a소나무림_2014_북부06,b약도간벌,20,0.0625,0.05300300600977662,12.712441768845622,2,b약도간벌,1,1,20.33187165429888,18.67876900896443,71,8,71,8,53.366941930831395,42.252631578947366,NA,18.761310320118127,NaN,17.541608524848243,358.4702346220773,497.1679205956616,442.11227778610356,2.462839317482441,1.0210526315789537,43.53761833778137,1041.1773975906472,640.6263765464787,0.6152903223110011
23408,1,0,a소나무림,2014,북부06,a소나무림_2014_북부06,c강도간벌,40,0.09,0.07461338152995374,25.878701145447423,3,c강도간벌,2,3,20.665448949545763,18.873419378228647,71,8,71,8,55.00945323303745,44.12692307692308,NA,18.659765360716694,NaN,17.335472650666325,348.46296290112826,514.2552200237183,457.642167235889,2.397097926543452,1.0230769230769212,44.83275330861099,1041.1773975906472,642.1438607303652,0.6167477916984447
23451,1,0,a소나무림,2014,북부07,a소나무림_2014_북부07,a무간벌,0,0.04,0.0370873541826715,0,1,a무간벌,0,0,16.15376129419892,16.15376129419892,55,6,55,6,35.81954895346382,31.875,17.15,17.15,14.80625,14.80625,431.4138970710333,250.36502807305817,250.36502807305817,3.3414762262163933,1.5716346153846175,32.51382398303836,1041.1773975906472,567.9897831664862,0.5455264246811848
23467,1,0,a소나무림,2014,북부07,a소나무림_2014_북부07,b약도간벌,20,0.0625,0.049250672100420126,15.883424306986,2,b약도간벌,1,2,18.054837463070882,17.18775334069489,55,6,55,6,38.6956965775072,33.628571428571426,NA,17.778181192870264,NaN,16.246247535393707,426.39012026438644,335.08154722337736,306.13547731141875,1.418561222526428,0.6238095238095269,33.992478159566005,1041.1773975906472,588.1232778813046,0.5648636622752861
23495,1,0,a소나무림,2014,북부07,a소나무림_2014_북부07,c강도간벌,40,0.09,0.07372368398600926,41.1323947883679,3,c강도간벌,4,4,15.463349639741875,15.289680871843329,55,6,55,6,29.20775592886383,30.389655172413793,NA,17.19003620357642,NaN,16.027521273371896,393.36070082313586,244.3599131809362,225.48356764662225,1.6292042751304443,0.8344827586206911,30.747419291762494,1041.1773975906472,488.4807998409206,0.4691619324154532
23552,1,0,a소나무림,2014,북부08,a소나무림_2014_북부08,a무간벌,0,0.04,0.03531790371435708,1.5564811745962146,1,a무간벌,0,0,16.17109080304999,16.17109080304999,54,6,54,6,39.69691736591838,29.66842105263158,16.714285714285715,16.714285714285715,14.445,14.445,537.9707740772936,272.9088394598524,272.9088394598524,2.4017220198322846,0.878947368421052,30.651667766079314,1041.1773975906472,665.8823886947303,0.6395474875229004
23572,1,0,a소나무림,2014,북부08,a소나무림_2014_북부08,b약도간벌,20,0.04,0.031945420401891716,18.79461986650645,2,b약도간벌,1,2,12.81202742794897,12.81202742794897,54,6,54,6,39.54278354053998,21.066666666666666,13.525,13.525,10.658974358974358,10.658974358974358,1033.011917978886,230.4829715023563,230.4829715023563,2.9802450170052452,0.8757575757575751,22.07679434349219,1041.1773975906472,906.9529472241072,0.8710839760091372
23618,1,0,a소나무림,2014,북부08,a소나무림_2014_북부08,c강도간벌,40,0.09,0.07187719590425636,27.049055406118825,3,c강도간벌,2,3,16.48470274249902,16.258236822504944,54,6,54,6,30.440709415479816,29.451724137931034,NA,18.07603338244922,NaN,14.78699978742529,403.46593429478384,259.0350707142354,237.09254485003473,1.7344886079440371,0.9068965517241381,30.994098437138558,1041.1773975906472,505.2373587377261,0.485255788213304
23665,1,0,a소나무림,2015,남부01,a소나무림_2015_남부01,a무간벌,0,0.04,0.036541818305704035,0.8222535202950212,1,a무간벌,0,0,18.66739666066765,18.66739666066765,47,5,47,5,36.09709368713534,26.25,20.099999999999998,20.099999999999998,15.342105263157894,15.342105263157894,602.0499531783257,273.2808421090856,271.5035246347151,3.177071943870999,3.0150000000000006,27.62962014018487,1041.1773975906472,668.4847329536348,0.6420469119869028
23689,1,0,a소나무림,2015,남부01,a소나무림_2015_남부01,b약도간벌,20,0.0625,0.0590949109749573,22.51027687513303,2,b약도간벌,2,2,18.086522975286005,17.254854929006605,47,5,47,5,33.10025973838937,35.5,NA,17.81535208430221,NaN,12.39428748463185,321.5166870807479,293.0752570071456,265.50911262633485,3.95085309684449,2.2210526315789494,36.205037451190485,1041.1773975906472,473.7258895258203,0.4549905622442949
23736,1,0,a소나무림,2015,남부01,a소나무림_2015_남부01,c강도간벌,40,0.09,0.07632432865407833,38.117468667452336,3,c강도간벌,3,4,19.457054529935007,17.899710441512585,47,5,47,5,24.84450536813528,32.49090909090909,NA,17.72768053788402,NaN,15.866122958121785,288.2436097107347,213.9346212870685,195.61840207592263,0.9190107838267103,1.3886147186147184,33.12763197090913,1041.1773975906472,386.9963984859492,0.3716911252409861
23778,1,0,a소나무림,2015,남부02,a소나무림_2015_남부02,a무간벌,0,0.04,0.033921923846257036,0.9736823775984647,1,a무간벌,0,0,19.301238890084317,19.301238890084317,42,5,42,5,54.31440346671079,23.20344827586207,19.325,19.325,15.09907120743034,15.09907120743034,854.90434243752,416.33975579499463,426.1388882347274,6.038031090637276,-0.6276907001044947,28.44158562920585,1041.1773975906472,978.4565718380384,0.939759712516091
23810,1,0,a소나무림,2015,남부02,a소나무림_2015_남부02,b약도간벌,20,0.0625,0.05834877665607511,12.695914644972802,2,b약도간벌,1,1,17.05599572024526,17.25172241093029,42,5,42,5,24.753348232939228,32.27647058823529,NA,17.924784581763134,NaN,15.899872910068131,291.3514382692719,212.59811097870622,194.6611685458528,2.64300435782463,1.705882352941181,32.88996807538737,1041.1773975906472,388.2323725557194,0.37287821792339576
23832,1,0,a소나무림,2015,남부02,a소나무림_2015_남부02,c강도간벌,40,0.09,0.08457233587073175,37.28872933744321,3,c강도간벌,3,4,20.701001788353533,18.836895595055495,42,5,42,5,28.710984521330094,31.57,NA,17.43713891963543,NaN,14.751068774138739,354.7259241586374,244.38304327068568,224.3391043661506,3.6266896805310473,1.9433333333333351,32.102040433592386,1041.1773975906472,460.8355342512992,0.4426100060543985
23902,1,0,a소나무림,2015,남부03,a소나무림_2015_남부03,a무간벌,0,0.04,0.038252190238521416,0,1,a무간벌,0,0,19.07538858930412,19.07538858930412,53,6,53,6,48.01540602921628,27.70344827586207,21.633333333333333,21.633333333333333,19.120689655172413,19.120689655172413,758.1265234531824,437.989798852041,437.989798852041,4.844345945069129,1.3448275862068968,28.397134386753017,1041.1773975906472,866.2730020904886,0.8320128770515968
23931,1,0,a소나무림,2015,남부03,a소나무림_2015_남부03,b약도간벌,20,0.0625,0.057948990910424214,17.568147716303656,2,b약도간벌,1,2,17.236847139609573,16.281701095184136,53,6,53,6,29.224544334194146,28.876,NA,17.419223909882785,NaN,15.821421279335217,431.4138970710334,240.74155783255333,222.94914990170747,3.7538077834340733,1.8359999999999985,29.368506941960813,1041.1773975906472,510.6170021024586,0.4904226727203836
23962,1,0,a소나무림,2015,남부03,a소나무림_2015_남부03,c강도간벌,40,0.09,0.08606742803667318,43.9310099307307,3,c강도간벌,4,4,18.758253908200984,17.16378304585993,53,6,53,6,23.12461241691914,31.36,NA,17.695126801123916,NaN,15.673286001485732,290.46993235754115,196.1560325051927,180.1683799022985,2.7394123170145264,1.8200000000000003,31.83770092202011,1041.1773975906472,374.1070893937502,0.35931157385807505
24013,1,0,a소나무림,2015,남부04,a소나무림_2015_남부04,a무간벌,0,0.009,0.007871577364254562,0,1,a무간벌,0,0,16.355172850756837,16.355172850756837,26,3,26,3,29.531538781985976,16.93,11.933333333333334,11.933333333333334,10.53,10.53,1270.3934087481334,171.87251239931382,171.87251239931382,10.740637128102673,2.8099999999999987,17.203982097177388,1041.1773975906472,859.1391962132449,0.8251612051907287
24023,1,0,a소나무림,2015,남부04,a소나무림_2015_남부04,b약도간벌,20,0.03,0.025160117038362722,27.42149451597092,2,b약도간벌,2,3,15.635628258595679,16.161573714174626,26,3,26,3,10.076211997603643,14.226666666666667,NA,11.972167912026208,NaN,9.692373148716802,596.1816464179738,52.038927863636125,62.81176363287729,4.414847382536902,2.8999999999999986,14.669469429169325,1041.1773975906472,341.24314663533994,0.32774736315348274
24045,1,0,a소나무림,2015,남부04,a소나무림_2015_남부04,c강도간벌,40,0.075,0.06143640332167438,37.99459679430724,3,c강도간벌,3,4,16.118987734331835,17.497166050365784,26,3,26,3,9.95018118231752,15.876657824933687,NA,13.541784722647455,NaN,10.30155720742193,472.03284098776305,57.34200656532328,63.84781431408255,3.3115139187474547,3.3122310639552026,16.382661058275506,1041.1773975906472,303.2934199043416,0.29129850552478614
24098,1,0,a소나무림,2015,남부05,a소나무림_2015_남부05,a무간벌,0,0.0289,0.024772134990291045,0,1,a무간벌,0,0,16.179342586856496,16.179342586856496,27,3,27,3,17.212053434506473,14.22,12.02,12.02,8.992,8.992,1009.1984404976907,99.68744859043684,99.68744859043684,6.212607656797093,2.4999999999999982,14.736118892028529,1041.1773975906472,580.3932576798522,0.5574393556976173
24123,1,0,a소나무림,2015,남부05,a소나무림_2015_남부05,b약도간벌,20,0.03,0.028007412794916052,18.17733927108928,2,b약도간벌,1,2,12.544046688406189,13.420864296761042,27,3,27,3,10.75814454614675,12.164,NA,10.632071799821807,NaN,8.400421174878526,892.6208280308575,41.340163216010126,65.13681058942343,5.251156362076136,2.684000000000001,12.387687435514348,1041.1773975906472,428.06195265909753,0.411132582833301
24156,1,0,a소나무림,2015,남부05,a소나무림_2015_남부05,c강도간벌,40,0.075,0.06622106946441952,38.48287245306494,3,c강도간벌,3,4,19.43673900937938,20.18799359621984,27,3,27,3,15.152934726486864,21.177777777777777,NA,15.570887056658213,NaN,12.896694175386028,407.7252182480541,108.35608785592568,105.77002087260351,4.120273124057617,2.807407407407407,21.753024481071,1041.1773975906472,352.4776896429564,0.33853759259335914
24205,1,0,a소나무림,2015,남부06,a소나무림_2015_남부06,a무간벌,0,0.04,0.03354682271781696,0.41306552034674837,1,a무간벌,0,0,15.716580794032932,15.716580794032932,47,5,47,5,57.57907112511798,18.71206896551724,17.183333333333334,17.183333333333334,11.805555555555555,11.805555555555555,1728.9267746121238,406.152218592779,410.55881874932635,5.62365568947083,-0.15239154616240214,20.5920264113112,1041.1773975906472,1411.269846068288,1.3554557074846794
24269,1,0,a소나무림,2015,남부06,a소나무림_2015_남부06,b약도간벌,20,0.0625,0.04570960635119816,19.078841779100614,2,b약도간벌,1,2,15.367927596392086,15.067751278410835,47,5,47,5,41.32370824722678,21.882608695652173,NA,16.0193967973462,NaN,11.175960727072495,1006.3530113685661,307.052065470962,296.32515719661683,3.598944966811416,1.206280193236715,22.865438129840534,1041.1773975906472,916.6079845276083,0.8803571674228612
24360,1,0,a소나무림,2015,남부06,a소나무림_2015_남부06,c강도간벌,40,0.09,0.07187719590425636,39.97944068246524,3,c강도간벌,3,4,16.49630694557487,16.13223477773887,47,5,47,5,37.80144920157963,27.98780487804878,NA,17.10480253460411,NaN,12.296588903593692,570.4173553822806,312.52184361952544,289.3436881627927,3.4129656960321952,1.258536585365853,29.047778135928862,1041.1773975906472,667.4253374578886,0.6410294143940838
